file,label
data\features\mel_spectrograms\real\26686_0.npy,1
data\features\mel_spectrograms\fake\ai_725_2.npy,0
data\features\mel_spectrograms\fake\ai_334_1.npy,0
data\features\mel_spectrograms\fake\ai_738_0.npy,0
data\features\mel_spectrograms\fake\ai_00006_2.npy,0
data\features\mel_spectrograms\fake\ai_928_1.npy,0
data\features\mel_spectrograms\real\5641_1.npy,1
data\features\mel_spectrograms\real\3293_0.npy,1
data\features\mel_spectrograms\real\11714_0.npy,1
data\features\mel_spectrograms\fake\ai_00563_2.npy,0
data\features\mel_spectrograms\fake\ai_548_0.npy,0
data\features\mel_spectrograms\real\human_0293_1.npy,1
data\features\mel_spectrograms\real\human_0008_1.npy,1
data\features\mel_spectrograms\fake\ai_108_4.npy,0
data\features\mel_spectrograms\real\15589_0.npy,1
data\features\mel_spectrograms\fake\ai_01000_1.npy,0
data\features\mel_spectrograms\real\4657_1.npy,1
data\features\mel_spectrograms\fake\ai_00006_1.npy,0
data\features\mel_spectrograms\real\6684_1.npy,1
data\features\mel_spectrograms\real\19177_0.npy,1
data\features\mel_spectrograms\fake\ai_00169_1.npy,0
data\features\mel_spectrograms\real\24166_1.npy,1
data\features\mel_spectrograms\fake\ai_580_1.npy,0
data\features\mel_spectrograms\fake\ai_347_0.npy,0
data\features\mel_spectrograms\real\23124_0.npy,1
data\features\mel_spectrograms\fake\ai_00711_0.npy,0
data\features\mel_spectrograms\fake\ai_599_0.npy,0
data\features\mel_spectrograms\fake\ai_359_2.npy,0
data\features\mel_spectrograms\fake\ai_00276_0.npy,0
data\features\mel_spectrograms\fake\ai_135_1.npy,0
data\features\mel_spectrograms\real\human_0478_1.npy,1
data\features\mel_spectrograms\fake\ai_00704_1.npy,0
data\features\mel_spectrograms\real\human_0706_0.npy,1
data\features\mel_spectrograms\fake\ai_75_0.npy,0
data\features\mel_spectrograms\fake\ai_219_3.npy,0
data\features\mel_spectrograms\real\human_0810_0.npy,1
data\features\mel_spectrograms\real\18458_0.npy,1
data\features\mel_spectrograms\real\human_0588_1.npy,1
data\features\mel_spectrograms\fake\ai_312_0.npy,0
data\features\mel_spectrograms\fake\ai_421_0.npy,0
data\features\mel_spectrograms\real\human_0236_0.npy,1
data\features\mel_spectrograms\fake\ai_584_0.npy,0
data\features\mel_spectrograms\fake\ai_882_0.npy,0
data\features\mel_spectrograms\fake\ai_192_3.npy,0
data\features\mel_spectrograms\real\human_0359_1.npy,1
data\features\mel_spectrograms\fake\ai_00659_0.npy,0
data\features\mel_spectrograms\real\21055_0.npy,1
data\features\mel_spectrograms\real\12941_0.npy,1
data\features\mel_spectrograms\real\human_0272_1.npy,1
data\features\mel_spectrograms\fake\ai_40_1.npy,0
data\features\mel_spectrograms\fake\ai_00982_1.npy,0
data\features\mel_spectrograms\fake\ai_538_0.npy,0
data\features\mel_spectrograms\fake\ai_00150_0.npy,0
data\features\mel_spectrograms\fake\ai_00064_1.npy,0
data\features\mel_spectrograms\fake\ai_0_4.npy,0
data\features\mel_spectrograms\fake\ai_00614_0.npy,0
data\features\mel_spectrograms\fake\ai_136_1.npy,0
data\features\mel_spectrograms\fake\ai_189_1.npy,0
data\features\mel_spectrograms\real\25622_0.npy,1
data\features\mel_spectrograms\fake\ai_00984_2.npy,0
data\features\mel_spectrograms\fake\ai_271_0.npy,0
data\features\mel_spectrograms\fake\ai_688_2.npy,0
data\features\mel_spectrograms\fake\ai_00803_0.npy,0
data\features\mel_spectrograms\fake\ai_837_0.npy,0
data\features\mel_spectrograms\fake\ai_249_3.npy,0
data\features\mel_spectrograms\real\human_0613_0.npy,1
data\features\mel_spectrograms\fake\ai_55_4.npy,0
data\features\mel_spectrograms\fake\ai_118_4.npy,0
data\features\mel_spectrograms\real\14053_1.npy,1
data\features\mel_spectrograms\real\human_0333_0.npy,1
data\features\mel_spectrograms\real\human_0014_0.npy,1
data\features\mel_spectrograms\fake\ai_00418_1.npy,0
data\features\mel_spectrograms\real\human_0863_0.npy,1
data\features\mel_spectrograms\fake\ai_00865_1.npy,0
data\features\mel_spectrograms\fake\ai_420_3.npy,0
data\features\mel_spectrograms\fake\ai_55_3.npy,0
data\features\mel_spectrograms\real\26387_0.npy,1
data\features\mel_spectrograms\fake\ai_00593_1.npy,0
data\features\mel_spectrograms\real\4535_0.npy,1
data\features\mel_spectrograms\fake\ai_686_2.npy,0
data\features\mel_spectrograms\fake\ai_121_2.npy,0
data\features\mel_spectrograms\fake\ai_01083_0.npy,0
data\features\mel_spectrograms\real\human_0003_0.npy,1
data\features\mel_spectrograms\fake\ai_612_1.npy,0
data\features\mel_spectrograms\fake\ai_285_1.npy,0
data\features\mel_spectrograms\real\8725_1.npy,1
data\features\mel_spectrograms\fake\ai_00192_0.npy,0
data\features\mel_spectrograms\fake\ai_00438_0.npy,0
data\features\mel_spectrograms\fake\ai_84_1.npy,0
data\features\mel_spectrograms\fake\ai_745_1.npy,0
data\features\mel_spectrograms\real\human_0624_1.npy,1
data\features\mel_spectrograms\fake\ai_00613_1.npy,0
data\features\mel_spectrograms\real\human_0643_1.npy,1
data\features\mel_spectrograms\fake\ai_00118_1.npy,0
data\features\mel_spectrograms\fake\ai_00369_1.npy,0
data\features\mel_spectrograms\fake\ai_00300_1.npy,0
data\features\mel_spectrograms\fake\ai_00537_1.npy,0
data\features\mel_spectrograms\fake\ai_256_3.npy,0
data\features\mel_spectrograms\fake\ai_156_0.npy,0
data\features\mel_spectrograms\fake\ai_366_0.npy,0
data\features\mel_spectrograms\fake\ai_666_1.npy,0
data\features\mel_spectrograms\fake\ai_144_1.npy,0
data\features\mel_spectrograms\fake\ai_411_1.npy,0
data\features\mel_spectrograms\fake\ai_608_3.npy,0
data\features\mel_spectrograms\real\18962_1.npy,1
data\features\mel_spectrograms\fake\ai_806_3.npy,0
data\features\mel_spectrograms\real\5401_0.npy,1
data\features\mel_spectrograms\real\24633_1.npy,1
data\features\mel_spectrograms\fake\ai_00369_0.npy,0
data\features\mel_spectrograms\fake\ai_142_2.npy,0
data\features\mel_spectrograms\fake\ai_00855_2.npy,0
data\features\mel_spectrograms\real\24936_0.npy,1
data\features\mel_spectrograms\fake\ai_438_3.npy,0
data\features\mel_spectrograms\real\11014_0.npy,1
data\features\mel_spectrograms\real\15915_0.npy,1
data\features\mel_spectrograms\fake\ai_00417_1.npy,0
data\features\mel_spectrograms\fake\ai_119_2.npy,0
data\features\mel_spectrograms\fake\ai_00478_0.npy,0
data\features\mel_spectrograms\fake\ai_689_2.npy,0
data\features\mel_spectrograms\real\22746_0.npy,1
data\features\mel_spectrograms\fake\ai_307_0.npy,0
data\features\mel_spectrograms\real\human_0315_0.npy,1
data\features\mel_spectrograms\fake\ai_32_0.npy,0
data\features\mel_spectrograms\fake\ai_12_4.npy,0
data\features\mel_spectrograms\real\20690_1.npy,1
data\features\mel_spectrograms\fake\ai_626_1.npy,0
data\features\mel_spectrograms\fake\ai_294_3.npy,0
data\features\mel_spectrograms\real\4946_1.npy,1
data\features\mel_spectrograms\real\human_0485_1.npy,1
data\features\mel_spectrograms\fake\ai_874_0.npy,0
data\features\mel_spectrograms\fake\ai_00347_1.npy,0
data\features\mel_spectrograms\fake\ai_694_0.npy,0
data\features\mel_spectrograms\real\6026_0.npy,1
data\features\mel_spectrograms\fake\ai_432_3.npy,0
data\features\mel_spectrograms\fake\ai_00344_2.npy,0
data\features\mel_spectrograms\fake\ai_986_0.npy,0
data\features\mel_spectrograms\fake\ai_969_1.npy,0
data\features\mel_spectrograms\real\human_0419_0.npy,1
data\features\mel_spectrograms\real\19558_0.npy,1
data\features\mel_spectrograms\fake\ai_00786_1.npy,0
data\features\mel_spectrograms\real\human_0494_0.npy,1
data\features\mel_spectrograms\real\11670_0.npy,1
data\features\mel_spectrograms\real\8352_0.npy,1
data\features\mel_spectrograms\fake\ai_00619_0.npy,0
data\features\mel_spectrograms\real\human_0408_1.npy,1
data\features\mel_spectrograms\real\human_0077_1.npy,1
data\features\mel_spectrograms\fake\ai_00858_0.npy,0
data\features\mel_spectrograms\fake\ai_887_0.npy,0
data\features\mel_spectrograms\real\25855_1.npy,1
data\features\mel_spectrograms\fake\ai_01061_1.npy,0
data\features\mel_spectrograms\fake\ai_370_3.npy,0
data\features\mel_spectrograms\fake\ai_00433_2.npy,0
data\features\mel_spectrograms\fake\ai_685_3.npy,0
data\features\mel_spectrograms\fake\ai_9_1.npy,0
data\features\mel_spectrograms\fake\ai_573_2.npy,0
data\features\mel_spectrograms\fake\ai_00390_1.npy,0
data\features\mel_spectrograms\real\5210_1.npy,1
data\features\mel_spectrograms\real\human_0784_2.npy,1
data\features\mel_spectrograms\real\12971_0.npy,1
data\features\mel_spectrograms\real\20105_0.npy,1
data\features\mel_spectrograms\fake\ai_00830_1.npy,0
data\features\mel_spectrograms\fake\ai_484_2.npy,0
data\features\mel_spectrograms\fake\ai_351_2.npy,0
data\features\mel_spectrograms\real\human_0654_1.npy,1
data\features\mel_spectrograms\real\human_0675_0.npy,1
data\features\mel_spectrograms\real\4565_1.npy,1
data\features\mel_spectrograms\real\1622_1.npy,1
data\features\mel_spectrograms\fake\ai_245_0.npy,0
data\features\mel_spectrograms\fake\ai_477_2.npy,0
data\features\mel_spectrograms\fake\ai_00439_1.npy,0
data\features\mel_spectrograms\fake\ai_01077_0.npy,0
data\features\mel_spectrograms\fake\ai_00056_0.npy,0
data\features\mel_spectrograms\fake\ai_00408_1.npy,0
data\features\mel_spectrograms\fake\ai_00747_0.npy,0
data\features\mel_spectrograms\fake\ai_266_3.npy,0
data\features\mel_spectrograms\real\21351_1.npy,1
data\features\mel_spectrograms\real\human_0521_1.npy,1
data\features\mel_spectrograms\fake\ai_00029_1.npy,0
data\features\mel_spectrograms\real\human_0515_1.npy,1
data\features\mel_spectrograms\real\human_0444_0.npy,1
data\features\mel_spectrograms\fake\ai_94_1.npy,0
data\features\mel_spectrograms\real\149_0.npy,1
data\features\mel_spectrograms\real\22060_1.npy,1
data\features\mel_spectrograms\real\human_0518_0.npy,1
data\features\mel_spectrograms\fake\ai_00022_1.npy,0
data\features\mel_spectrograms\fake\ai_669_0.npy,0
data\features\mel_spectrograms\fake\ai_872_2.npy,0
data\features\mel_spectrograms\real\5596_1.npy,1
data\features\mel_spectrograms\fake\ai_921_0.npy,0
data\features\mel_spectrograms\real\1053_0.npy,1
data\features\mel_spectrograms\fake\ai_00302_1.npy,0
data\features\mel_spectrograms\real\18653_0.npy,1
data\features\mel_spectrograms\fake\ai_605_0.npy,0
data\features\mel_spectrograms\fake\ai_694_3.npy,0
data\features\mel_spectrograms\real\6172_1.npy,1
data\features\mel_spectrograms\fake\ai_491_2.npy,0
data\features\mel_spectrograms\real\human_0524_0.npy,1
data\features\mel_spectrograms\fake\ai_498_2.npy,0
data\features\mel_spectrograms\real\13787_1.npy,1
data\features\mel_spectrograms\fake\ai_774_2.npy,0
data\features\mel_spectrograms\fake\ai_922_0.npy,0
data\features\mel_spectrograms\fake\ai_00003_0.npy,0
data\features\mel_spectrograms\fake\ai_540_2.npy,0
data\features\mel_spectrograms\fake\ai_648_1.npy,0
data\features\mel_spectrograms\real\4995_1.npy,1
data\features\mel_spectrograms\real\2660_1.npy,1
data\features\mel_spectrograms\fake\ai_00453_0.npy,0
data\features\mel_spectrograms\fake\ai_601_1.npy,0
data\features\mel_spectrograms\fake\ai_44_1.npy,0
data\features\mel_spectrograms\fake\ai_93_1.npy,0
data\features\mel_spectrograms\fake\ai_00883_1.npy,0
data\features\mel_spectrograms\fake\ai_00054_0.npy,0
data\features\mel_spectrograms\real\human_0028_0.npy,1
data\features\mel_spectrograms\fake\ai_01013_0.npy,0
data\features\mel_spectrograms\real\2528_1.npy,1
data\features\mel_spectrograms\fake\ai_00850_1.npy,0
data\features\mel_spectrograms\fake\ai_00437_0.npy,0
data\features\mel_spectrograms\real\human_0678_0.npy,1
data\features\mel_spectrograms\fake\ai_409_0.npy,0
data\features\mel_spectrograms\fake\ai_368_2.npy,0
data\features\mel_spectrograms\fake\ai_00121_2.npy,0
data\features\mel_spectrograms\fake\ai_00773_1.npy,0
data\features\mel_spectrograms\fake\ai_679_1.npy,0
data\features\mel_spectrograms\fake\ai_00943_1.npy,0
data\features\mel_spectrograms\fake\ai_284_3.npy,0
data\features\mel_spectrograms\fake\ai_00538_2.npy,0
data\features\mel_spectrograms\fake\ai_00473_0.npy,0
data\features\mel_spectrograms\fake\ai_381_0.npy,0
data\features\mel_spectrograms\fake\ai_00122_1.npy,0
data\features\mel_spectrograms\real\human_0907_0.npy,1
data\features\mel_spectrograms\real\human_0638_1.npy,1
data\features\mel_spectrograms\fake\ai_00395_0.npy,0
data\features\mel_spectrograms\fake\ai_00753_1.npy,0
data\features\mel_spectrograms\fake\ai_140_2.npy,0
data\features\mel_spectrograms\fake\ai_00235_1.npy,0
data\features\mel_spectrograms\fake\ai_136_0.npy,0
data\features\mel_spectrograms\real\human_0225_1.npy,1
data\features\mel_spectrograms\real\human_0052_1.npy,1
data\features\mel_spectrograms\fake\ai_649_1.npy,0
data\features\mel_spectrograms\real\14053_0.npy,1
data\features\mel_spectrograms\fake\ai_00312_1.npy,0
data\features\mel_spectrograms\real\human_0061_1.npy,1
data\features\mel_spectrograms\real\human_0196_2.npy,1
data\features\mel_spectrograms\real\6196_1.npy,1
data\features\mel_spectrograms\real\25482_0.npy,1
data\features\mel_spectrograms\fake\ai_00397_1.npy,0
data\features\mel_spectrograms\fake\ai_00305_1.npy,0
data\features\mel_spectrograms\real\human_0424_1.npy,1
data\features\mel_spectrograms\fake\ai_00238_2.npy,0
data\features\mel_spectrograms\real\human_0144_1.npy,1
data\features\mel_spectrograms\fake\ai_106_2.npy,0
data\features\mel_spectrograms\fake\ai_964_0.npy,0
data\features\mel_spectrograms\fake\ai_132_2.npy,0
data\features\mel_spectrograms\fake\ai_00182_0.npy,0
data\features\mel_spectrograms\fake\ai_01080_0.npy,0
data\features\mel_spectrograms\real\14984_1.npy,1
data\features\mel_spectrograms\fake\ai_578_3.npy,0
data\features\mel_spectrograms\fake\ai_280_3.npy,0
data\features\mel_spectrograms\real\human_0157_0.npy,1
data\features\mel_spectrograms\real\18849_0.npy,1
data\features\mel_spectrograms\fake\ai_00580_1.npy,0
data\features\mel_spectrograms\real\9889_1.npy,1
data\features\mel_spectrograms\real\15997_0.npy,1
data\features\mel_spectrograms\real\human_0953_0.npy,1
data\features\mel_spectrograms\fake\ai_253_1.npy,0
data\features\mel_spectrograms\real\human_0654_0.npy,1
data\features\mel_spectrograms\fake\ai_00078_1.npy,0
data\features\mel_spectrograms\real\human_0387_0.npy,1
data\features\mel_spectrograms\fake\ai_00631_2.npy,0
data\features\mel_spectrograms\fake\ai_00543_1.npy,0
data\features\mel_spectrograms\real\human_0919_0.npy,1
data\features\mel_spectrograms\real\9362_0.npy,1
data\features\mel_spectrograms\fake\ai_01074_1.npy,0
data\features\mel_spectrograms\fake\ai_52_3.npy,0
data\features\mel_spectrograms\fake\ai_00619_1.npy,0
data\features\mel_spectrograms\real\8077_0.npy,1
data\features\mel_spectrograms\fake\ai_343_2.npy,0
data\features\mel_spectrograms\fake\ai_601_2.npy,0
data\features\mel_spectrograms\fake\ai_00566_1.npy,0
data\features\mel_spectrograms\fake\ai_00676_1.npy,0
data\features\mel_spectrograms\fake\ai_00415_1.npy,0
data\features\mel_spectrograms\real\human_0496_1.npy,1
data\features\mel_spectrograms\fake\ai_530_2.npy,0
data\features\mel_spectrograms\fake\ai_62_3.npy,0
data\features\mel_spectrograms\real\5463_1.npy,1
data\features\mel_spectrograms\fake\ai_365_1.npy,0
data\features\mel_spectrograms\fake\ai_00021_0.npy,0
data\features\mel_spectrograms\fake\ai_00823_0.npy,0
data\features\mel_spectrograms\real\human_0048_1.npy,1
data\features\mel_spectrograms\real\3107_0.npy,1
data\features\mel_spectrograms\real\5596_0.npy,1
data\features\mel_spectrograms\fake\ai_521_1.npy,0
data\features\mel_spectrograms\real\15592_0.npy,1
data\features\mel_spectrograms\fake\ai_00075_2.npy,0
data\features\mel_spectrograms\fake\ai_867_1.npy,0
data\features\mel_spectrograms\fake\ai_770_2.npy,0
data\features\mel_spectrograms\real\22336_0.npy,1
data\features\mel_spectrograms\real\human_0070_0.npy,1
data\features\mel_spectrograms\fake\ai_87_0.npy,0
data\features\mel_spectrograms\fake\ai_401_1.npy,0
data\features\mel_spectrograms\real\24747_0.npy,1
data\features\mel_spectrograms\fake\ai_633_0.npy,0
data\features\mel_spectrograms\real\6796_1.npy,1
data\features\mel_spectrograms\real\human_0391_1.npy,1
data\features\mel_spectrograms\real\11288_0.npy,1
data\features\mel_spectrograms\fake\ai_00629_0.npy,0
data\features\mel_spectrograms\real\3128_1.npy,1
data\features\mel_spectrograms\real\14177_0.npy,1
data\features\mel_spectrograms\fake\ai_314_3.npy,0
data\features\mel_spectrograms\fake\ai_779_1.npy,0
data\features\mel_spectrograms\fake\ai_00555_1.npy,0
data\features\mel_spectrograms\real\13539_1.npy,1
data\features\mel_spectrograms\fake\ai_00740_0.npy,0
data\features\mel_spectrograms\real\24848_1.npy,1
data\features\mel_spectrograms\real\11579_0.npy,1
data\features\mel_spectrograms\fake\ai_01044_2.npy,0
data\features\mel_spectrograms\fake\ai_00978_1.npy,0
data\features\mel_spectrograms\real\15001_0.npy,1
data\features\mel_spectrograms\fake\ai_00230_1.npy,0
data\features\mel_spectrograms\fake\ai_273_0.npy,0
data\features\mel_spectrograms\real\13440_0.npy,1
data\features\mel_spectrograms\fake\ai_69_1.npy,0
data\features\mel_spectrograms\fake\ai_316_1.npy,0
data\features\mel_spectrograms\fake\ai_00683_0.npy,0
data\features\mel_spectrograms\real\2612_1.npy,1
data\features\mel_spectrograms\real\human_0899_1.npy,1
data\features\mel_spectrograms\fake\ai_00979_2.npy,0
data\features\mel_spectrograms\fake\ai_617_2.npy,0
data\features\mel_spectrograms\real\human_0407_1.npy,1
data\features\mel_spectrograms\fake\ai_733_1.npy,0
data\features\mel_spectrograms\real\9909_1.npy,1
data\features\mel_spectrograms\fake\ai_390_2.npy,0
data\features\mel_spectrograms\real\5401_1.npy,1
data\features\mel_spectrograms\fake\ai_767_0.npy,0
data\features\mel_spectrograms\fake\ai_891_0.npy,0
data\features\mel_spectrograms\fake\ai_00847_1.npy,0
data\features\mel_spectrograms\fake\ai_00661_0.npy,0
data\features\mel_spectrograms\fake\ai_51_1.npy,0
data\features\mel_spectrograms\fake\ai_910_2.npy,0
data\features\mel_spectrograms\real\20830_1.npy,1
data\features\mel_spectrograms\fake\ai_00990_0.npy,0
data\features\mel_spectrograms\fake\ai_73_1.npy,0
data\features\mel_spectrograms\fake\ai_835_1.npy,0
data\features\mel_spectrograms\fake\ai_707_3.npy,0
data\features\mel_spectrograms\real\human_0744_1.npy,1
data\features\mel_spectrograms\fake\ai_37_4.npy,0
data\features\mel_spectrograms\real\23214_1.npy,1
data\features\mel_spectrograms\fake\ai_684_1.npy,0
data\features\mel_spectrograms\fake\ai_00894_0.npy,0
data\features\mel_spectrograms\fake\ai_00987_1.npy,0
data\features\mel_spectrograms\fake\ai_200_2.npy,0
data\features\mel_spectrograms\fake\ai_553_2.npy,0
data\features\mel_spectrograms\real\human_0255_1.npy,1
data\features\mel_spectrograms\real\human_0017_1.npy,1
data\features\mel_spectrograms\fake\ai_479_1.npy,0
data\features\mel_spectrograms\real\4805_1.npy,1
data\features\mel_spectrograms\real\20804_1.npy,1
data\features\mel_spectrograms\fake\ai_00495_0.npy,0
data\features\mel_spectrograms\fake\ai_00936_0.npy,0
data\features\mel_spectrograms\real\human_0184_0.npy,1
data\features\mel_spectrograms\real\23911_1.npy,1
data\features\mel_spectrograms\real\human_0484_0.npy,1
data\features\mel_spectrograms\real\human_0909_0.npy,1
data\features\mel_spectrograms\fake\ai_102_2.npy,0
data\features\mel_spectrograms\fake\ai_00482_1.npy,0
data\features\mel_spectrograms\real\human_0067_0.npy,1
data\features\mel_spectrograms\real\human_0412_0.npy,1
data\features\mel_spectrograms\fake\ai_765_3.npy,0
data\features\mel_spectrograms\fake\ai_973_2.npy,0
data\features\mel_spectrograms\real\3345_0.npy,1
data\features\mel_spectrograms\real\11969_1.npy,1
data\features\mel_spectrograms\fake\ai_408_2.npy,0
data\features\mel_spectrograms\fake\ai_00102_1.npy,0
data\features\mel_spectrograms\fake\ai_503_3.npy,0
data\features\mel_spectrograms\fake\ai_00965_0.npy,0
data\features\mel_spectrograms\real\human_0155_0.npy,1
data\features\mel_spectrograms\real\17022_0.npy,1
data\features\mel_spectrograms\fake\ai_885_0.npy,0
data\features\mel_spectrograms\fake\ai_00290_0.npy,0
data\features\mel_spectrograms\real\human_0487_1.npy,1
data\features\mel_spectrograms\fake\ai_01010_2.npy,0
data\features\mel_spectrograms\fake\ai_01044_1.npy,0
data\features\mel_spectrograms\fake\ai_330_1.npy,0
data\features\mel_spectrograms\real\7179_0.npy,1
data\features\mel_spectrograms\fake\ai_675_2.npy,0
data\features\mel_spectrograms\real\human_0371_0.npy,1
data\features\mel_spectrograms\fake\ai_468_2.npy,0
data\features\mel_spectrograms\fake\ai_00188_0.npy,0
data\features\mel_spectrograms\fake\ai_784_3.npy,0
data\features\mel_spectrograms\real\19407_1.npy,1
data\features\mel_spectrograms\fake\ai_00213_0.npy,0
data\features\mel_spectrograms\fake\ai_412_3.npy,0
data\features\mel_spectrograms\real\18933_0.npy,1
data\features\mel_spectrograms\real\human_0188_0.npy,1
data\features\mel_spectrograms\fake\ai_00551_1.npy,0
data\features\mel_spectrograms\real\human_0292_0.npy,1
data\features\mel_spectrograms\fake\ai_857_0.npy,0
data\features\mel_spectrograms\fake\ai_435_1.npy,0
data\features\mel_spectrograms\fake\ai_01003_1.npy,0
data\features\mel_spectrograms\real\human_0399_1.npy,1
data\features\mel_spectrograms\fake\ai_00210_0.npy,0
data\features\mel_spectrograms\fake\ai_419_1.npy,0
data\features\mel_spectrograms\fake\ai_372_0.npy,0
data\features\mel_spectrograms\fake\ai_690_3.npy,0
data\features\mel_spectrograms\real\23085_1.npy,1
data\features\mel_spectrograms\fake\ai_66_0.npy,0
data\features\mel_spectrograms\fake\ai_479_0.npy,0
data\features\mel_spectrograms\fake\ai_758_0.npy,0
data\features\mel_spectrograms\real\human_0109_0.npy,1
data\features\mel_spectrograms\fake\ai_946_2.npy,0
data\features\mel_spectrograms\real\human_0827_2.npy,1
data\features\mel_spectrograms\fake\ai_526_3.npy,0
data\features\mel_spectrograms\real\4285_1.npy,1
data\features\mel_spectrograms\real\human_0421_1.npy,1
data\features\mel_spectrograms\fake\ai_962_0.npy,0
data\features\mel_spectrograms\fake\ai_00351_2.npy,0
data\features\mel_spectrograms\fake\ai_81_1.npy,0
data\features\mel_spectrograms\real\human_0331_0.npy,1
data\features\mel_spectrograms\fake\ai_809_0.npy,0
data\features\mel_spectrograms\fake\ai_396_3.npy,0
data\features\mel_spectrograms\fake\ai_7_4.npy,0
data\features\mel_spectrograms\fake\ai_934_0.npy,0
data\features\mel_spectrograms\fake\ai_28_2.npy,0
data\features\mel_spectrograms\fake\ai_00040_1.npy,0
data\features\mel_spectrograms\real\human_0320_0.npy,1
data\features\mel_spectrograms\real\15212_1.npy,1
data\features\mel_spectrograms\fake\ai_00180_1.npy,0
data\features\mel_spectrograms\fake\ai_521_3.npy,0
data\features\mel_spectrograms\fake\ai_80_2.npy,0
data\features\mel_spectrograms\real\2128_0.npy,1
data\features\mel_spectrograms\real\human_0012_0.npy,1
data\features\mel_spectrograms\fake\ai_00436_0.npy,0
data\features\mel_spectrograms\real\human_0652_1.npy,1
data\features\mel_spectrograms\fake\ai_144_0.npy,0
data\features\mel_spectrograms\fake\ai_493_2.npy,0
data\features\mel_spectrograms\fake\ai_425_1.npy,0
data\features\mel_spectrograms\fake\ai_00158_1.npy,0
data\features\mel_spectrograms\fake\ai_01086_0.npy,0
data\features\mel_spectrograms\real\15817_0.npy,1
data\features\mel_spectrograms\fake\ai_860_2.npy,0
data\features\mel_spectrograms\fake\ai_01023_1.npy,0
data\features\mel_spectrograms\fake\ai_105_3.npy,0
data\features\mel_spectrograms\fake\ai_37_1.npy,0
data\features\mel_spectrograms\fake\ai_00317_1.npy,0
data\features\mel_spectrograms\real\13361_0.npy,1
data\features\mel_spectrograms\fake\ai_328_0.npy,0
data\features\mel_spectrograms\real\human_0428_1.npy,1
data\features\mel_spectrograms\fake\ai_571_1.npy,0
data\features\mel_spectrograms\real\8947_1.npy,1
data\features\mel_spectrograms\fake\ai_575_2.npy,0
data\features\mel_spectrograms\fake\ai_92_4.npy,0
data\features\mel_spectrograms\fake\ai_938_1.npy,0
data\features\mel_spectrograms\fake\ai_949_0.npy,0
data\features\mel_spectrograms\fake\ai_928_2.npy,0
data\features\mel_spectrograms\real\human_0374_0.npy,1
data\features\mel_spectrograms\real\human_0640_0.npy,1
data\features\mel_spectrograms\fake\ai_768_0.npy,0
data\features\mel_spectrograms\fake\ai_667_0.npy,0
data\features\mel_spectrograms\real\8809_0.npy,1
data\features\mel_spectrograms\fake\ai_775_3.npy,0
data\features\mel_spectrograms\real\16160_0.npy,1
data\features\mel_spectrograms\fake\ai_326_1.npy,0
data\features\mel_spectrograms\fake\ai_190_1.npy,0
data\features\mel_spectrograms\real\23695_0.npy,1
data\features\mel_spectrograms\fake\ai_407_0.npy,0
data\features\mel_spectrograms\fake\ai_44_0.npy,0
data\features\mel_spectrograms\real\human_0360_1.npy,1
data\features\mel_spectrograms\fake\ai_987_2.npy,0
data\features\mel_spectrograms\real\24806_1.npy,1
data\features\mel_spectrograms\fake\ai_803_0.npy,0
data\features\mel_spectrograms\fake\ai_00581_0.npy,0
data\features\mel_spectrograms\real\10348_1.npy,1
data\features\mel_spectrograms\fake\ai_00197_0.npy,0
data\features\mel_spectrograms\fake\ai_769_2.npy,0
data\features\mel_spectrograms\fake\ai_00034_2.npy,0
data\features\mel_spectrograms\real\21115_1.npy,1
data\features\mel_spectrograms\fake\ai_159_2.npy,0
data\features\mel_spectrograms\fake\ai_578_1.npy,0
data\features\mel_spectrograms\fake\ai_970_2.npy,0
data\features\mel_spectrograms\real\16097_0.npy,1
data\features\mel_spectrograms\real\11428_0.npy,1
data\features\mel_spectrograms\real\12888_0.npy,1
data\features\mel_spectrograms\real\4944_1.npy,1
data\features\mel_spectrograms\real\human_0066_0.npy,1
data\features\mel_spectrograms\fake\ai_00309_1.npy,0
data\features\mel_spectrograms\fake\ai_716_0.npy,0
data\features\mel_spectrograms\real\human_0002_0.npy,1
data\features\mel_spectrograms\fake\ai_907_2.npy,0
data\features\mel_spectrograms\fake\ai_171_1.npy,0
data\features\mel_spectrograms\fake\ai_300_2.npy,0
data\features\mel_spectrograms\fake\ai_223_0.npy,0
data\features\mel_spectrograms\fake\ai_313_3.npy,0
data\features\mel_spectrograms\real\26785_0.npy,1
data\features\mel_spectrograms\fake\ai_679_0.npy,0
data\features\mel_spectrograms\fake\ai_856_1.npy,0
data\features\mel_spectrograms\fake\ai_846_1.npy,0
data\features\mel_spectrograms\fake\ai_684_0.npy,0
data\features\mel_spectrograms\real\8229_1.npy,1
data\features\mel_spectrograms\fake\ai_871_0.npy,0
data\features\mel_spectrograms\fake\ai_999_0.npy,0
data\features\mel_spectrograms\real\26707_0.npy,1
data\features\mel_spectrograms\fake\ai_489_1.npy,0
data\features\mel_spectrograms\real\human_0437_1.npy,1
data\features\mel_spectrograms\fake\ai_585_0.npy,0
data\features\mel_spectrograms\real\24357_0.npy,1
data\features\mel_spectrograms\fake\ai_297_0.npy,0
data\features\mel_spectrograms\real\human_0783_0.npy,1
data\features\mel_spectrograms\fake\ai_354_1.npy,0
data\features\mel_spectrograms\real\human_0035_0.npy,1
data\features\mel_spectrograms\real\15462_0.npy,1
